Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
-1.7205420368774056,-0.9006811702978088,1.0320572244889563,-1.3412724047598314,-1.3129767272601454,-1.224744871391589
-1.697447512892474,-1.1430169111851105,-0.1249576011713093,-1.3412724047598314,-1.3129767272601454,-1.224744871391589
-1.6743529889075424,-1.385352652072413,0.3378483290927974,-1.3981381087490836,-1.3129767272601454,-1.224744871391589
-1.6512584649226107,-1.5065205225160652,0.106445363960744,-1.284406700770579,-1.3129767272601454,-1.224744871391589
-1.6281639409376791,-1.0218490407414595,1.2634601896210098,-1.3412724047598314,-1.3129767272601454,-1.224744871391589
-1.6050694169527475,-0.537177558966854,1.957669085017169,-1.1706752927920745,-1.050030787221398,-1.224744871391589
-1.581974892967816,-1.5065205225160652,0.8006542593569032,-1.3412724047598314,-1.1815037572407716,-1.224744871391589
-1.5588803689828843,-1.0218490407414595,0.8006542593569032,-1.284406700770579,-1.3129767272601454,-1.224744871391589
-1.535785844997953,-1.7488562634033669,-0.3563605663033627,-1.3412724047598314,-1.3129767272601454,-1.224744871391589
-1.512691321013021,-1.1430169111851105,0.106445363960744,-1.284406700770579,-1.4444496972795189,-1.224744871391589
-1.4895967970280894,-0.537177558966854,1.494863154753063,-1.284406700770579,-1.3129767272601454,-1.224744871391589
-1.4665022730431578,-1.2641847816287624,0.8006542593569032,-1.2275409967813269,-1.3129767272601454,-1.224744871391589
-1.4434077490582262,-1.2641847816287624,-0.1249576011713093,-1.3412724047598314,-1.4444496972795189,-1.224744871391589
-1.4203132250732946,-1.870024133847019,-0.1249576011713093,-1.5118695167275884,-1.4444496972795189,-1.224744871391589
-1.397218701088363,-0.0525060771922495,2.1890720501492225,-1.4550038127383362,-1.3129767272601454,-1.224744871391589
-1.3741241771034314,-0.1736739476359004,3.1146839106774356,-1.284406700770579,-1.050030787221398,-1.224744871391589
-1.3510296531184998,-0.537177558966854,1.957669085017169,-1.3981381087490836,-1.050030787221398,-1.224744871391589
-1.327935129133568,-0.9006811702978088,1.0320572244889563,-1.3412724047598314,-1.1815037572407716,-1.224744871391589
-1.3048406051486363,-0.1736739476359004,1.7262661198851157,-1.1706752927920745,-1.1815037572407716,-1.224744871391589
-1.281746081163705,-0.9006811702978088,1.7262661198851157,-1.284406700770579,-1.1815037572407716,-1.224744871391589
-1.2586515571787733,-0.537177558966854,0.8006542593569032,-1.1706752927920745,-1.3129767272601454,-1.224744871391589
-1.2355570331938417,-0.9006811702978088,1.494863154753063,-1.284406700770579,-1.050030787221398,-1.224744871391589
-1.21246250920891,-1.5065205225160652,1.2634601896210098,-1.5687352207168408,-1.3129767272601454,-1.224744871391589
-1.1893679852239785,-0.9006811702978088,0.5692512942248498,-1.1706752927920745,-0.9185578172020242,-1.224744871391589
-1.1662734612390466,-1.2641847816287624,0.8006542593569032,-1.05694388481357,-1.3129767272601454,-1.224744871391589
-1.143178937254115,-1.0218490407414595,-0.1249576011713093,-1.2275409967813269,-1.3129767272601454,-1.224744871391589
-1.1200844132691834,-1.0218490407414595,0.8006542593569032,-1.2275409967813269,-1.050030787221398,-1.224744871391589
-1.0969898892842518,-0.7795132998541568,1.0320572244889563,-1.284406700770579,-1.3129767272601454,-1.224744871391589
-1.0738953652993202,-0.7795132998541568,0.8006542593569032,-1.3412724047598314,-1.3129767272601454,-1.224744871391589
-1.0508008413143886,-1.385352652072413,0.3378483290927974,-1.2275409967813269,-1.3129767272601454,-1.224744871391589
-1.027706317329457,-1.2641847816287624,0.106445363960744,-1.2275409967813269,-1.3129767272601454,-1.224744871391589
-1.004611793344525,-0.537177558966854,0.8006542593569032,-1.284406700770579,-1.050030787221398,-1.224744871391589
-0.9815172693595938,-0.7795132998541568,2.420475015281274,-1.284406700770579,-1.4444496972795189,-1.224744871391589
-0.9584227453746622,-0.4160096885232032,2.651877980413329,-1.3412724047598314,-1.3129767272601454,-1.224744871391589
